YEL013W,VAC8,Vacuolar protein 8,,5680,103,_group9
YEL015W,EDC3,Enhancer of mRNA decapping protein 3,,2340,61,hart et al 104
YEL018W,EAF5,Chromatin modification-related protein EAF5,,937,81,hart et al 49
YEL019C,MMS21,E3 SUMO-protein ligase MMS21,,2800,121,hart et al 197
YEL020W-A,TIM9,Mitochondrial import inner membrane translocase subunit TIM9,,,,_group296
YEL022W,GEA2,ARF guanine-nucleotide exchange factor 2,1KU1,7700,16,hart et al 316
YEL023C,,Hypothetical 78.3 kDa protein in RIP1-GEA2 intergenic region,,,,hart et al 76
YEL024W,mitochondrial precursor,Ubiquinol-cytochrome c reductase iron-sulfur subunit,3CX5,,,_group12
YEL026W,SNU13,13 kDa ribonucleoprotein-associated protein,2ALE,,,_group446
YEL027W,CUP5,Vacuolar ATP synthase subunit c,,8450,0,_group587
YEL030W,mitochondrial precursor,Heat shock protein SSC3,,,,_group530
YEL032W,MCM3,DNA replication licensing factor MCM3,,35100,31,_group787
YEL034W,HYP2,Eukaryotic translation initiation factor 5A-2,,,,_group397
YEL036C,ANP1,Mannan polymerase II complex ANP1 subunit,,,,hart et al 36
YEL037C,RAD23,UV excision repair protein RAD23,2QSF,10900,0,_group228
YEL041W,YEF1,Uncharacterized kinase YEL041W,,300,70,hart et al 384
YEL043W,,Uncharacterized protein YEL043W,,149,23,doubleton20
YEL051W,VMA8,Vacuolar ATP synthase subunit D,,8500,0,hart et al 35
YEL053C,MAK10,N-terminal acetyltransferase C complex subunit MAK10,,1970,0,hart et al 147
YEL054C,RPL12A,60S ribosomal protein L12,,68500,10,_group949
YEL055C,POL5,DNA polymerase V,,4490,32,hart et al 4
YEL056W,HAT2,Histone acetyltransferase type B subunit 2,,,,hart et al 17
YEL058W,PCM1,Phosphoacetylglucosamine mutase,,14700,43,hart et al 365
YEL060C,PRB1,Cerevisin precursor,,1600,3,doubleton12
YEL064C,AVT2,Vacuolar amino acid transporter 2,,,,hart et al 29
YEL065W,SIT1,Siderophore iron transporter 1,,,,_group510
YER002W,NOP16,Uncharacterized protein YER002W,,2860,37,_group526
YER005W,YND1,Golgi apyrase,,450,35,_group772
YER006W,NUG1,Nuclear GTP-binding protein NUG1,,7130,738,hart et al 30
YER007C-A,TMA20,Translation machinery-associated protein 20,,4220,74,hart et al 216
YER007W,PAC2,Protein PAC2,,2140,22,_group594
YER008C,SEC3,Exocyst complex component SEC3,,377,29,hart et al 42
YER009W,NTF2,Nuclear transport factor 2,1GY7,,,_group479
YER011W,TIR1,Cold shock-induced protein TIR1 precursor,,623,2,_group693
YER012W,PRE1,Proteasome component C11,1RYP,21800,1131,hart et al 13
YER013W,PRP22,Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22,,907,45,_group257
YER016W,BIM1,Protein BIM1,2QJX,3630,56,_group494
YER017C,AFG3,Mitochondrial respiratory chain complexes assembly protein AFG3,,3870,45,hart et al 257
YER018C,SPC25,Kinetochore protein SPC25,2FTX,3280,167,hart et al 93
YER019C-A,SBH2,Protein transport protein SEB2,,414,20,_group773
YER020W,GPA2,Guanine nucleotide-binding protein alpha-2 subunit,,4570,16,_group535
YER021W,RPN3,26S proteasome regulatory subunit RPN3,,16700,23,hart et al 2
YER022W,SRB4,RNA polymerase II mediator complex subunit 17,,3650,39,hart et al 5
YER023W,PRO3,Pyrroline-5-carboxylate reductase,,43500,-337,_group1065
YER025W,GCD11,Eukaryotic translation initiation factor 2 subunit gamma,,20800,0,hart et al 26
YER027C,GAL83,Glucose repression protein GAL83,,3590,34,hart et al 76
YER029C,SMB1,Small nuclear ribonucleoprotein-associated protein B,,861,-179,hart et al 14
YER031C,YPT31,GTP-binding protein YPT31/YPT8,3CPJ,5960,77,hart et al 62
YER032W,FIR1,Factor interacting with REF2,,0,3,_group55
YER033C,ZRG8,Uncharacterized protein YER033C,,,,_group760
YER036C,ARB1,Probable ATP-dependent transporter YER036C,,17600,53,_group452
YER038C,KRE29,DNA repair protein KRE29,,0,172,doubleton21
YER040W,GLN3,Nitrogen regulatory protein GLN3,,589,3,hart et al 375
YER041W,YEN1,Uncharacterized protein YER041W,,131,18,_group1106
YER044C,ERG28,Ergosterol biosynthetic protein 28,,377,3,_group153
YER047C,SAP1,Protein SAP1,,300,34,hart et al 377
YER048W-A,ISD11,Protein ISD11,,2440,0,hart et al 290
YER050C,RSM18,Uncharacterized protein YER050C,,1210,66,hart et al 3
YER052C,HOM3,Aspartokinase,,48100,78,_group1002
YER054C,GIP2,GLC7-interacting protein 2,,125,40,_group537
YER059W,PCL6,PHO85 cyclin 6,,1240,52,_group908
YER068W,MOT2,General negative regulator of transcription subunit 4,,4280,25,_group361
YER070W,RNR1,Ribonucleoside-diphosphate reductase large chain 1,2CVX,293000,77,hart et al 94
YER071C,,Uncharacterized protein YER071C,,799,67,hart et al 100
YER075C,PTP3,Tyrosine-protein phosphatase 3,,768,38,_group988
YER081W,SER3,D-3-phosphoglycerate dehydrogenase 1,,7670,192,hart et al 221
YER082C,UTP7,U3 small nucleolar RNA-associated protein 7,,5800,54,hart et al 4
YER083C,GET2,Golgi to ER traffic protein 2,,,,hart et al 144
YER086W,mitochondrial precursor,Threonine dehydratase,,11900,44,_group890
YER087C-B,SBH1,Protein transport protein SBH1,,,,_group773
YER089C,PTC2,Protein phosphatase 2C homolog 2,,12600,100,hart et al 159
YER090W,TRP2,Anthranilate synthase component 1,,6510,39,hart et al 231
YER092W,IES5,Ino eighty subunit 5,,2280,75,hart et al 9
YER093C,TSC11,Target of rapamycin complex 2 subunit TSC11,,,,_group31
YER094C,PUP3,Proteasome component PUP3,1RYP,,,hart et al 13
YER095W,RAD51,DNA repair protein RAD51,1SZP,6960,60,hart et al 34
YER100W,UBC6,Ubiquitin-conjugating enzyme E2 6,,1900,26,_group1163
YER102W,RPS8B,40S ribosomal protein S8,,14400,98,hart et al 19
YER104W,RTT105,Uncharacterized protein YER104W,,259,3,hart et al 34
YER107C,GLE2,Nucleoporin GLE2,,1820,0,hart et al 38
YER110C,KAP123,Importin beta-4 subunit,,38300,130,hart et al 373
YER111C,SWI4,Regulatory protein SWI4,,589,141,hart et al 148
YER112W,LSM4,U6 snRNA-associated Sm-like protein LSm4,,3440,217,hart et al 21
YER114C,BOI2,Protein BOI2,,688,22,hart et al 366
YER116C,SLX8,Putative RING finger protein YER116C,,,,_group581
YER117W,RPL23B,60S ribosomal protein L23,,,,hart et al 175
YER118C,SHO1,Protein SSU81,2VKN,2330,95,_group3
YER120W,SCS2,Vesicle-associated membrane protein-associated protein SCS2,,3500,553,hart et al 336
YER122C,GLO3,ADP-ribosylation factor GTPase-activating protein GLO3,,1510,56,hart et al 18
YER124C,DSE1,Uncharacterized protein YER124C,,3080,2,_group3
YER125W,RSP5,E3 ubiquitin--protein ligase RSP5,,,,hart et al 80
YER126C,NSA2,Uncharacterized protein YER126C,,8660,70,hart et al 172
YER127W,LCP5,U3 small nucleolar ribonucleoprotein protein LCP5,,1430,31,hart et al 57
YER129W,SAK1,Serine/threonine-protein kinase PAK1,,752,240,_group299
YER131W,RPS26B,40S ribosomal protein S26-B,,503000,144,_group788
YER132C,PMD1,Negative regulator of sporulation PMD1,,815,3,_group988
YER133W,GLC7,Serine/threonine-protein phosphatase PP1-2,,14600,61,hart et al 11
YER136W,GDI1,Rab GDP-dissociation inhibitor,2BCG,7280,-85,hart et al 113
YER140W,,Uncharacterized membrane protein YER140W,,,,hart et al 355
YER143W,DDI1,DNA damage-inducible protein DDI1,2I1A,6510,16,_group228
YER146W,LSM5,U6 snRNA-associated Sm-like protein LSm5,,,,hart et al 21
YER147C,SCC4,Sister chromatid cohesion protein 4,,907,136,_group367
YER148W,SPT15,TATA-box-binding protein,1YTB,,,_group1
YER149C,PEA2,Protein PEA2,,7820,79,hart et al 269
YER150W,SPI1,Putative uncharacterized protein YER150W precursor,,,,_group846
YER151C,UBP3,Ubiquitin carboxyl-terminal hydrolase 3,2QIY,2210,45,hart et al 261
YER153C,mitochondrial precursor,Protein PET122,,468,83,hart et al 363
YER154W,mitochondrial precursor,Inner membrane protein OXA1,,6550,0,_group828
YER155C,BEM2,GTPase-activating protein BEM2/IPL2,,1230,2616,_group464
YER157W,COG3,Conserved oligomeric Golgi complex subunit 3,,4140,152,hart et al 40
YER158C,,Uncharacterized protein YER158C,,784,3,_group3
YER159C,BUR6,Negative cofactor 2 complex subunit alpha,,5130,-1047,doubleton18
YER161C,SPT2,Protein SPT2,,1240,26,_group519
YER162C,RAD4,DNA repair protein RAD4,2QSF,876,57,hart et al 122
YER164W,CHD1,Chromo domain protein 1,"2DY7,2DY8",1620,19,hart et al 15
YER165W,cytoplasmic and nuclear,Polyadenylate-binding protein,1IFW,198000,0,hart et al 204
YER167W,BCK2,Protein BCK2,,,,_group1106
YER171W,RAD3,DNA repair helicase RAD3,,14400,31,hart et al 53
YER172C,BRR2,Pre-mRNA-splicing helicase BRR2,,1440,8,hart et al 12
YER173W,RAD24,Checkpoint protein RAD24,,752,15,_group600
YER174C,GRX4,Monothiol glutaredoxin-4,,7800,-146,hart et al 314
YER177W,BMH1,Protein BMH1,,158000,0,hart et al 114
YER178W,mitochondrial precursor,Pyruvate dehydrogenase E1 component subunit alpha,,100000,77,hart et al 158
YER179W,DMC1,Meiotic recombination protein DMC1,,,,_group582
YER180C-A,SLO1,SCOCO-like protein 1,,,,_group794
YER188W,,Hypothetical 27.3 kDa protein in ISC10 3'region,,,,_group988
YFL002C,SPB4,ATP-dependent rRNA helicase SPB4,,5740,29,hart et al 44
YFL003C,MSH4,MutS protein homolog 4,,,,_group752
YFL005W,SEC4,Ras-related protein SEC4,1G16,,,hart et al 62
YFL007W,BLM10,Proteasome activator BLM10,,2600,6,hart et al 121
YFL008W,SMC1,Structural maintenance of chromosomes protein 1,1W1W,5710,25,hart et al 79
YFL009W,CDC4,Cell division control protein 4,"2P63,1NEX",,,_group673
YFL010W-A,AUA1,Ammonia regulation of amino acid uptake protein,,,,_group1065
YFL011W,HXT10,Hexose transporter HXT10,,,,_group240
YFL013C,IES1,Ino eighty subunit 1,,1390,24,hart et al 9
YFL016C,mitochondrial precursor,DnaJ homolog 1,,7570,53,_group530
YFL017W-A,SMX2,Small nuclear ribonucleoprotein G,,1400,297,hart et al 12
YFL018C,mitochondrial precursor,Dihydrolipoyl dehydrogenase,1V59,24600,0,hart et al 125
YFL022C,FRS2,Phenylalanyl-tRNA synthetase alpha chain,,,,hart et al 208
YFL023W,BUD27,Bud site selection protein 27,,1300,13,hart et al 50
YFL024C,EPL1,Enhancer of polycomb-like protein 1,,1110,85,hart et al 49
YFL026W,STE2,Pheromone alpha factor receptor,1PJD,0,9,_group1028
YFL029C,CAK1,Serine/threonine-protein kinase CAK1,,0,141,_group1106
YFL033C,RIM15,Serine/threonine-protein kinase RIM15,,,,hart et al 6
YFL034C-B,MOB2,CBK1 kinase activator protein MOB2,,2250,18,hart et al 283
YFL034W,,Uncharacterized membrane protein YFL034W,,1110,64,hart et al 68
YFL036W,mitochondrial precursor,DNA-directed RNA polymerase,,,,doubleton22
YFL037W,TUB2,Tubulin beta chain,,,,hart et al 260
YFL038C,YPT1,GTP-binding protein YPT1,2BCG,,,hart et al 62
YFL039C,ACT1,Actin,1YAG,,,hart et al 9
YFL044C,OTU1,Uncharacterized protein YFL044C,3BY4,2770,69,hart et al 70
YFL048C,EMP47,Protein EMP47 precursor,2A6Z,2900,13,_group392
YFL049W,SWP82,SWI/SNF global transcription activator complex component SWP82,,3180,3,hart et al 6
YFL059W,SNZ3,Probable pyridoxine biosynthesis protein SNZ3,,,,hart et al 386
YFR001W,LOC1,Uncharacterized protein YFR001W,,3650,-548,_group897
YFR002W,NIC96,Nucleoporin NIC96,2QX5,15500,35,hart et al 38
YFR003C,YPI1,Uncharacterized protein YFR003C,,1080,0,hart et al 11
YFR004W,RPN11,26S proteasome regulatory subunit RPN11,,16400,138,hart et al 2
YFR008W,FAR7,Factor arrest protein 7,,486,36,_group680
YFR009W,GCN20,Protein GCN20,,14600,47,hart et al 178
YFR010W,UBP6,Ubiquitin carboxyl-terminal hydrolase 6,1VJV,6770,83,hart et al 2
YFR011C,,Uncharacterized protein YFR011C,,3550,53,_group785
YFR013W,IOC3,ISWI one complex protein 3,,1770,87,hart et al 61
YFR014C,CMK1,Calcium/calmodulin-dependent protein kinase I,,1520,111,_group1065
YFR015C,GSY1,Glycogen [starch] synthase isoform 1,,6300,36,hart et al 145
YFR017C,,Uncharacterized protein YFR017C,,639,-249,hart et al 114
YFR021W,ATG18,Autophagy-related protein 18,,1560,140,hart et al 236
YFR022W,ROG3,Hypothetical 79.7 kDa protein in FAB1-PES4 intergenic region,,,,_group893
YFR024C,,,,18000,0,_group492
YFR024C-A,LSB3,LAS seventeen-binding protein 3,1OOT,3670,17,hart et al 311
YFR027W,ECO1,N-acetyltransferase ECO1,,,,_group600
YFR028C,CDC14,Tyrosine-protein phosphatase CDC14,,8550,20,_group867
YFR030W,MET10,Sulfite reductase [NADPH] flavoprotein component,,1580,53,doubleton23
YFR031C,SMC2,Structural maintenance of chromosomes protein 2,,3290,41,hart et al 86
YFR031C-A,RPL2A,60S ribosomal protein L2,,0,257,_group897
YFR034C,PHO4,Phosphate system positive regulatory protein PHO4,1A0A,,,_group582
YFR036W,CDC26,Anaphase-promoting complex subunit CDC26,,0,2,hart et al 23
YFR037C,RSC8,Chromatin structure remodeling complex protein RSC8,,3380,74,hart et al 6
YFR040W,SAP155,SIT4-associating protein SAP155,,5960,42,hart et al 56
YFR046C,CNN1,Uncharacterized protein YFR046C,,1300,59,_group741
YFR049W,mitochondrial precursor,40S ribosomal protein YMR-31,,2050,1628,hart et al 125
YFR050C,PRE4,Proteasome component PRE4,1RYP,16900,-91,hart et al 13
YFR051C,RET2,Coatomer subunit delta,,18000,49,hart et al 18
YFR052W,RPN12,26S proteasome regulatory subunit RPN12,,9890,-171,hart et al 2
YFR054C,,Uncharacterized protein YFR054C,,300,0,_group1065
YGL001C,decarboxylating,Sterol-4-alpha-carboxylate 3-dehydrogenase,,2580,154,_group153
YGL003C,CDH1,APC/C activator protein CDH1,,,,_group183
YGL005C,COG7,Conserved oligomeric Golgi complex subunit 7,,1360,-320,hart et al 40
YGL006W,PMC1,Calcium-transporting ATPase 2,,98.9,0,hart et al 350
YGL011C,SCL1,Proteasome component C7-alpha,1RYP,15200,73,hart et al 13
YGL013C,PDR1,Transcription factor PDR1,,1300,0,_group629
YGL016W,KAP122,Pleiotropic drug resistance regulatory protein 6,,9760,80,_group189
YGL019W,CKB1,Casein kinase II subunit beta,,8120,17,hart et al 15
YGL020C,GET1,Golgi to ER traffic protein 1,,2250,18,hart et al 144
YGL022W,STT3,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3,,3000,19,hart et al 327
YGL025C,PGD1,RNA polymerase II mediator complex subunit 3,,556,21,hart et al 5
YGL026C,TRP5,Tryptophan synthase,,15500,29,_group55
YGL030W,RPL30,60S ribosomal protein L30,1NMU,59300,146,_group526
YGL033W,HOP2,Homologous pairing protein 2,,,,doubleton24
YGL035C,MIG1,Regulatory protein MIG1,1T5W,830,35,_group299
YGL043W,DST1,Transcription elongation factor S-II,1PQV,6260,184,hart et al 1
YGL044C,RNA15,mRNA 3'-end-processing protein RNA15,,6350,71,hart et al 115
YGL048C,RPT6,26S protease regulatory subunit 8 homolog,,4700,36,hart et al 2
YGL049C,TIF4632,Eukaryotic initiation factor 4F subunit p130,,3390,43,hart et al 229
YGL051W,MST27,Multicopy suppressor of SEC21 protein 27,,,,doubleton6
YGL053W,PRM8,Pheromone-regulated membrane protein 8,,1250,79,doubleton25
YGL057C,,Hypothetical 33.0 kDa protein in UBC2-OLE1 intergenic region,,0,151,hart et al 378
YGL058W,RAD6,Ubiquitin-conjugating enzyme E2 2,1AYZ,2770,114,hart et al 250
YGL060W,YBP2,YAP1-binding protein 2,,3870,45,_group762
YGL061C,DUO1,DASH complex subunit DUO1,,996,76,hart et al 41
YGL063W,PUS2,tRNA pseudouridine synthase 2,,,,_group1065
YGL066W,SGF73,SAGA-associated factor 73,,486,20,hart et al 7
YGL068W,mitochondrial precursor,60S ribosomal protein L7/L12 homolog,,6940,59,_group601
YGL070C,RPB9,DNA-directed RNA polymerase II subunit 9,1TWF,2440,87,hart et al 1
YGL071W,AFT1,Iron-regulated transcriptional activator AFT1,,2730,23,_group340
YGL073W,HSF1,Heat shock factor protein,,,,_group148
YGL075C,MPS2,Hypothetical 44.6 kDa protein in RPL7A-HSF1 intergenic region,,,,_group169
YGL076C,RPL7A,60S ribosomal protein L7-A,,101000,113,hart et al 228
YGL078C,DBP3,ATP-dependent RNA helicase DBP3,,38900,33,hart et al 6
YGL079W,,Uncharacterized protein YGL079W,,1630,39,hart et al 198
YGL086W,MAD1,Spindle assembly checkpoint component MAD1,,656,24,hart et al 270
YGL087C,MMS2,Ubiquitin-conjugating enzyme variant MMS2,1JAT,2760,51,hart et al 102
YGL090W,LIF1,Ligase-interacting factor 1,1Z56,876,12,_group630
YGL092W,NUP145,Nucleoporin NUP145 precursor,3BG1,4630,28,hart et al 58
YGL093W,SPC105,Spindle pole body component SPC105,,,,hart et al 374
YGL094C,PAN2,PAB-dependent poly(A)-specific ribonuclease subunit PAN2,,1510,23,hart et al 233
YGL095C,VPS45,Vacuolar protein sorting-associated protein 45,,5660,68,_group28
YGL096W,TOS8,Homeobox protein TOS8,,,,_group920
YGL097W,SRM1,Regulator of chromosome condensation,,12100,0,hart et al 77
YGL098W,USE1,Protein transport protein USE1,,937,34,hart et al 72
YGL099W,LSG1,Uncharacterized GTP-binding protein YGL099W,,19400,44,_group452
YGL100W,SEH1,Nucleoporin SEH1,,952,72,hart et al 58
YGL103W,RPL28,60S ribosomal protein L28,,,,hart et al 369
YGL105W,ARC1,GU4 nucleic-binding protein 1,2HQT,57700,0,hart et al 137
YGL106W,MLC1,Myosin light chain 1,1M45,,,hart et al 33
YGL111W,NSA1,Uncharacterized protein YGL111W,,2740,48,hart et al 44
YGL112C,TAF6,Transcription initiation factor TFIID subunit 6,,6510,23,hart et al 7
YGL113W,SLD3,DNA replication regulator SLD3,,125,16,_group787
YGL115W,SNF4,Nuclear protein SNF4,2NYC,11700,-126,hart et al 76
YGL116W,CDC20,APC/C activator protein CDC20,,,,_group183
YGL120C,PRP43,Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43,,16900,32,hart et al 206
YGL122C,NAB2,Nuclear polyadenylated RNA-binding protein NAB2,2V75,9670,44,hart et al 84
YGL124C,MON1,Hypothetical 73.5 kDa protein in MET13-RPS2 intergenic region,,0,37,hart et al 293
YGL125W,MET13,Methylenetetrahydrofolate reductase 2,,8600,54,hart et al 234
YGL127C,SOH1,RNA polymerase II mediator complex subunit 31,,468,911,hart et al 5
YGL128C,CWC23,Pre-mRNA-splicing factor CWC23,,0,46,hart et al 16
YGL129C,RSM23,Uncharacterized protein YGL129C,,1300,69,hart et al 3
YGL130W,CEG1,mRNA capping enzyme subunit alpha,,279,3,hart et al 224
YGL133W,ITC1,Imitation switch two complex protein 1,,2610,116,hart et al 135
YGL134W,PCL10,PHO85 cyclin 10,,217,10,_group908
YGL137W,SEC27,Coatomer subunit beta',,129000,53,hart et al 18
YGL143C,mitochondrial precursor,Peptide chain release factor 1,,414,123,hart et al 27
YGL144C,ROG1,Putative lipase ROG1,,0,3,_group1013
YGL145W,TIP20,Protein transport protein TIP20,,6020,40,hart et al 72
YGL149W,,Putative uncharacterized protein YGL149W precursor,,,,_group673
YGL150C,INO80,Putative DNA helicase INO80,,6280,88,hart et al 9
YGL151W,NUT1,RNA polymerase II mediator complex subunit 5,,2490,-496,hart et al 5
YGL153W,PEX14,Peroxisomal membrane protein PEX14,2V1R,2570,66,_group650
YGL154C,LYS5,L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,,623,94,_group482
YGL155W,CDC43,Type-1 proteins geranylgeranyltransferase subunit beta,,3940,7806,hart et al 167
YGL156W,AMS1,Alpha-mannosidase,,319,52,hart et al 181
YGL158W,RCK1,Serine/threonine-protein kinase RCK1,,,,_group513
YGL161C,YIP5,Protein YIP5,,937,9,_group28
YGL162W,SUT1,Sterol uptake protein 1,,1100,21,_group834
YGL163C,RAD54,DNA repair and recombination protein RAD54,,0,14,_group317
YGL164C,YRB30,Ran-specific GTPase-activating protein 30,,3670,59,_group479
YGL172W,NUP49,Nucleoporin NUP49/NSP49,,4760,51,hart et al 38
YGL173C,KEM1,5'-3' exoribonuclease 1,,11700,81,hart et al 21
YGL174W,BUD13,Pre-mRNA-splicing factor CWC26,,,,hart et al 360
YGL178W,MPT5,Suppressor protein MPT5,,1240,0,_group988
YGL180W,ATG1,Serine/threonine-protein kinase ATG1,,1070,47,_group9
YGL181W,GTS1,Protein GTS1,,937,63,_group1144
YGL183C,MND1,Meiotic nuclear division protein 1,,,,doubleton24
YGL187C,mitochondrial precursor,Cytochrome c oxidase polypeptide IV,"1HR8,2ODX",9410,0,hart et al 271
YGL189C,RPS26A,40S ribosomal protein S26-A,,16300,0,_group788
YGL190C,CDC55,Protein phosphatase PP2A regulatory subunit B,,8600,80,hart et al 37
YGL194C,HOS2,Probable histone deacetylase HOS2,,4890,125,hart et al 29
YGL195W,GCN1,Translational activator GCN1,,7330,17,hart et al 178
YGL197W,MDS3,Negative regulator of sporulation MDS3,,396,0,hart et al 166
YGL198W,YIP4,Protein YIP4,,,,_group28
YGL200C,EMP24,Endosomal protein P24B precursor,,26800,-152,hart et al 108
YGL201C,MCM6,DNA replication licensing factor MCM6,,13400,21,_group787
YGL205W,POX1,Acyl-coenzyme A oxidase,,,,_group650
YGL206C,CHC1,Clathrin heavy chain,,28700,102,hart et al 267
YGL207W,SPT16,FACT complex subunit SPT16,3BIQ,18500,26,hart et al 17
YGL208W,SIP2,Protein SIP2,2QLV,300,0,hart et al 76
YGL210W,YPT32,GTP-binding protein YPT32/YPT11,,4300,0,hart et al 62
YGL212W,VAM7,Vacuolar morphogenesis protein 7,1KMD,2360,61,_group9
YGL213C,SKI8,Antiviral protein SKI8,1SQ9,1710,258,hart et al 109
YGL215W,CLG1,PHO85 cyclin CLG1,,,,_group908
YGL216W,KIP3,Kinesin-like protein KIP3,,736,12,_group1106
YGL220W,,Uncharacterized bolA-like protein YGL220W,,2050,45,_group365
YGL223C,COG1,Conserved oligomeric Golgi complex subunit 1,,2190,41,hart et al 40
YGL226C-A,OST5,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST5,,1010,0,_group773
YGL227W,VID30,Vacuolar import and degradation protein 30,,1500,62,hart et al 51
YGL229C,SAP4,SIT4-associating protein SAP4,,279,39,_group1065
YGL233W,SEC15,Exocyst complex component SEC15,,4280,43,hart et al 42
YGL235W,6 intergenic region,Hypothetical 19.3 kDa protein in HAP2-ADE5,,,,_group1106
YGL236C,mitochondrial precursor,Mitochondrial translation optimization protein 1,,,,doubleton26
YGL237C,HAP2,Transcriptional activator HAP2,,,,hart et al 177
YGL238W,CSE1,Importin alpha re-exporter,1WA5,23500,141,_group479
YGL240W,DOC1,Anaphase-promoting complex subunit DOC1,1GQP,1360,17,hart et al 23
YGL241W,KAP114,Importin beta-5 subunit,,2940,32,hart et al 39
YGL242C,,Putative ankyrin repeat-containing protein YGL242C,,,,hart et al 195
YGL244W,RTF1,RNA polymerase-associated protein RTF1,,6510,23,hart et al 15
YGL245W,cytoplasmic,Glutamyl-tRNA synthetase,2HRA,48700,53,hart et al 137
YGL246C,RAI1,RAT1-interacting protein,,4030,82,hart et al 149
YGL249W,ZIP2,Uncharacterized protein YGL249W,,,,_group673
YGL252C,RTG2,Retrograde regulation protein 2,,3260,69,hart et al 27
YGL253W,HXK2,Hexokinase-2,2YHX,114000,0,hart et al 28
YGL254W,FZF1,Zinc finger protein FZF1,,2120,84,_group482
YGR002C,SWC4,SWR1-complex protein 4,,2230,48,hart et al 9
YGR003W,CUL3,Cullin-3,,172,19,_group870
YGR004W,PEX31,Peroxisomal membrane protein PEX31,,238,0,_group838
YGR005C,TFG2,Transcription initiation factor IIF subunit beta,,520,-244,hart et al 1
YGR006W,PRP18,Pre-mRNA-splicing factor 18,1DVK,,,hart et al 24
YGR009C,SEC9,Protein transport protein SEC9,"3B5N,3B5N",,,_group228
YGR010W,NMA2,Nicotinamide-nucleotide adenylyltransferase 2,,1430,65,hart et al 280
YGR013W,SNU71,Uncharacterized protein YGR013W,,782,73,hart et al 14
YGR014W,MSB2,Protein MSB2,,1320,38,_group3
YGR016W,,Uncharacterized membrane protein YGR016W,,238,9,hart et al 132
YGR017W,,Uncharacterized protein YGR017W,,2840,180,hart et al 107
YGR018C,,Hypothetical 11.9 kDa protein in MSB2-UGA1 intergenic region,,,,_group988
YGR019W,UGA1,4-aminobutyrate aminotransferase,,573,67,hart et al 385
YGR020C,VMA7,Vacuolar ATP synthase subunit F,,4050,49,hart et al 35
YGR021W,,UPF0082 protein YGR021W,,1780,-4890,_group909
YGR024C,THG1,Uncharacterized protein YGR024C,,1170,-653,_group738
YGR030C,POP6,Ribonucleases P/MRP protein subunit POP6,,3180,27,_group263
YGR033C,mitochondrial precursor,Import inner membrane translocase subunit TIM21,2CIU,3770,26,_group530
YGR034W,RPL26B,60S ribosomal protein L26-B,,33200,-120,_group1065
YGR035C,,Hypothetical 12.9 kDa protein in RPL26B-ACB1 intergenic region,,,,_group1106
YGR040W,KSS1,Mitogen-activated protein kinase KSS1,,5480,83,hart et al 87
YGR041W,BUD9,Bud site selection protein 9,,952,40,doubleton27
YGR043C,NQM1,Putative transaldolase YGR043C,,1920,61,hart et al 298
YGR047C,TFC4,Transcription factor tau 131 kDa subunit,,876,23,hart et al 67
YGR048W,UFD1,Ubiquitin fusion degradation protein 1,1ZC1,3530,70,hart et al 142
YGR049W,SCM4,Protein SCM4,,3210,29,_group269
YGR050C,,Hypothetical 13.5 kDa protein in SCM4-MUP1 intergenic region,,,,_group1065
YGR052W,FMP48,Probable serine/threonine-protein kinase YGR052W,,339,35,hart et al 307
YGR054W,,Hypothetical 71.3 kDa protein in SCM4-MUP1 intergenic region,,,,hart et al 69
YGR056W,RSC1,Chromatin structure-remodeling complex protein RSC1,,259,32,hart et al 6
YGR060W,ERG25,C-4 methylsterol oxidase,,77100,-646,_group153
YGR063C,SPT4,Transcription elongation factor SPT4,2EXU,4490,0,hart et al 1
YGR071C,,Uncharacterized protein YGR071C,,1050,38,hart et al 151
YGR072W,UPF3,Nonsense-mediated mRNA decay protein 3,,1250,33,_group10
YGR074W,SMD1,Small nuclear ribonucleoprotein Sm D1,,2400,128,hart et al 14
YGR075C,PRP38,Pre-mRNA-splicing factor 38,,2380,29,hart et al 12
YGR077C,PEX8,Peroxisomal biogenesis factor 8,,538,26,_group650
YGR078C,PAC10,Prefoldin subunit 3,,6550,38,hart et al 50
YGR080W,TWF1,Twinfilin-1,,1470,150,_group521
YGR082W,TOM20,Mitochondrial import receptor subunit TOM20,,5680,-998,_group1161
YGR083C,GCD2,Translation initiation factor eIF-2B subunit delta,,10300,0,hart et al 26
YGR084C,mitochondrial precursor,40S ribosomal protein S13,,16000,82,hart et al 3
YGR085C,RPL11B,60S ribosomal protein L11-B,,21200,-77,_group350
YGR086C,PIL1,Sphingolipid long chain base-responsive protein PIL1,,115000,113,hart et al 82
YGR089W,NNF2,Protein NNF2,,996,16,doubleton20
YGR090W,UTP22,Nucleolar protein UTP22,,3260,13266,hart et al 156
YGR091W,PRP31,Pre-mRNA-processing factor 31,,1260,33,hart et al 12
YGR092W,DBF2,Cell cycle protein kinase DBF2,,3500,11,hart et al 186
YGR093W,DRN1,Uncharacterized protein YGR093W,,1270,70,hart et al 383
