YDR443C.cytoplasm,cytoplasm,YDR443C,SSN2,Suppressor of RNA polymerase B SSN2,,,
YDR443C.nucleus,nucleus,YDR443C,SSN2,Suppressor of RNA polymerase B SSN2,,,
YDR446W.unknown,unknown,YDR446W,ECM11,Extracellular matrix protein 11,,,
YDR448W.nucleus,nucleus,YDR448W,ADA2,Transcriptional adapter 2,2ELJ,1720,59
YDR449C.nucleolus,nucleolus,YDR449C,UTP6,U3 small nucleolar RNA-associated protein 6,,7520,34
YDR452W.vacuole,vacuole,YDR452W,PPN1,Endopolyphosphatase precursor,,319,9
YDR456W.endosome,endosome,YDR456W,NHX1,Mitochondrial sodium/hydrogen exchanger,,521,147
YDR457W.nucleus,nucleus,YDR457W,TOM1,E3 ubiquitin protein ligase TOM1,,358,46
YDR457W.nucleolus,nucleolus,YDR457W,TOM1,E3 ubiquitin protein ligase TOM1,,358,46
YDR460W.nucleus,nucleus,YDR460W,TFB3,RNA polymerase II transcription factor B subunit 3,,3050,82
YDR462W.mitochondrion,mitochondrion,YDR462W,mitochondrial precursor,60S ribosomal protein L28,,6280,8
YDR464W.nucleus,nucleus,YDR464W,SPP41,Protein SPP41,,,
YDR468C.unknown,unknown,YDR468C,TLG1,T-SNARE affecting a late Golgi compartment protein 1,2C5K,,
YDR469W.nucleus,nucleus,YDR469W,SDC1,COMPASS component SDC1,,937,179
YDR470C.unknown,unknown,YDR470C,UGO1,Protein UGO1,,,
YDR472W.late Golgi,late Golgi,YDR472W,TRS31,Transport protein particle 31 kDa subunit,3CUE,8350,0
YDR473C.nucleus,nucleus,YDR473C,PRP3,U4/U6 small nuclear ribonucleoprotein PRP3,,432,0
YDR477W.cytoplasm,cytoplasm,YDR477W,SNF1,Carbon catabolite derepressing protein kinase,"2EUE,2QLV",589,34
YDR478W.nucleus,nucleus,YDR478W,SNM1,Ribonuclease MRP protein subunit SNM1,,172,75
YDR479C.cytoplasm,cytoplasm,YDR479C,PEX29,Peroxisomal membrane protein PEX29,,5040,52
YDR479C.punctate composite,punctate composite,YDR479C,PEX29,Peroxisomal membrane protein PEX29,,5040,52
YDR480W.cytoplasm,cytoplasm,YDR480W,DIG2,Down-regulator of invasive growth 2,,1310,40
YDR480W.nucleus,nucleus,YDR480W,DIG2,Down-regulator of invasive growth 2,,1310,40
YDR484W.punctate composite,punctate composite,YDR484W,VPS52,Vacuolar protein sorting-associated protein 52,,3130,29
YDR485C.nucleus,nucleus,YDR485C,VPS72,Vacuolar protein sorting-associated protein 72,,358,1855
YDR486C.vacuolar membrane,vacuolar membrane,YDR486C,VPS60,Vacuolar protein sorting-associated protein 60,,2110,191
YDR488C.unknown,unknown,YDR488C,PAC11,Protein PAC11,,752,55
YDR489W.unknown,unknown,YDR489W,SLD5,DNA replication complex GINS protein SLD5,,,
YDR490C.unknown,unknown,YDR490C,PKH1,Serine/threonine-protein kinase PKH1,,0,13
YDR492W.ER,ER,YDR492W,IZH1,ADIPOR-like receptor IZH1,,0,49
YDR496C.nucleus,nucleus,YDR496C,PUF6,Protein PUF6,,21500,0
YDR496C.nucleolus,nucleolus,YDR496C,PUF6,Protein PUF6,,21500,0
YDR498C.ER,ER,YDR498C,SEC20,Protein transport protein SEC20,,4910,39
YDR499W.cytoplasm,cytoplasm,YDR499W,LCD1,DNA damage checkpoint protein LCD1,,606,14
YDR499W.nucleus,nucleus,YDR499W,LCD1,DNA damage checkpoint protein LCD1,,606,14
YDR501W.unknown,unknown,YDR501W,PLM2,Transcription factor PLM2,,,
YDR502C.unknown,unknown,YDR502C,SAM2,S-adenosylmethionine synthetase 2,,22000,0
YDR507C.cytoplasm,cytoplasm,YDR507C,GIN4,Serine/threonine-protein kinase GIN4,,736,0
YDR507C.bud neck,bud neck,YDR507C,GIN4,Serine/threonine-protein kinase GIN4,,736,0
YDR507C.bud,bud,YDR507C,GIN4,Serine/threonine-protein kinase GIN4,,736,0
YDR510W.cytoplasm,cytoplasm,YDR510W,SMT3,Ubiquitin-like protein SMT3 precursor,1EUV,2940,7
YDR510W.nucleus,nucleus,YDR510W,SMT3,Ubiquitin-like protein SMT3 precursor,1EUV,2940,7
YDR517W.punctate composite,punctate composite,YDR517W,GRH1,GRASP65 homolog protein 1,,2730,61
YDR529C.mitochondrion,mitochondrion,YDR529C,QCR7,Ubiquinol-cytochrome c reductase complex 14 kDa protein,3CX5,10100,0
YDR532C.spindle pole,spindle pole,YDR532C,,Spindle pole body component YDR532C,,377,145
YDR533C.cytoplasm,cytoplasm,YDR533C,HSP31,Probable chaperone HSP31,1RW7,358,-84
YDR533C.nucleus,nucleus,YDR533C,HSP31,Probable chaperone HSP31,1RW7,358,-84
YEL002C.ER,ER,YEL002C,WBP1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1 precursor,,14900,0
YEL003W.cytoplasm,cytoplasm,YEL003W,GIM4,Prefoldin subunit 2,,1660,-308
YEL005C.punctate composite,punctate composite,YEL005C,VAB2,Uncharacterized protein YEL005C,,0,75
YEL009C.cytoplasm,cytoplasm,YEL009C,GCN4,General control protein GCN4,2IPZ,0,5
YEL009C.nucleus,nucleus,YEL009C,GCN4,General control protein GCN4,2IPZ,0,5
YEL012W.cytoplasm,cytoplasm,YEL012W,UBC8,Ubiquitin-conjugating enzyme E2-24 kDa,,1590,87
YEL012W.nucleus,nucleus,YEL012W,UBC8,Ubiquitin-conjugating enzyme E2-24 kDa,,1590,87
YEL013W.vacuolar membrane,vacuolar membrane,YEL013W,VAC8,Vacuolar protein 8,,5680,103
YEL015W.punctate composite,punctate composite,YEL015W,EDC3,Enhancer of mRNA decapping protein 3,,2340,61
YEL018W.nucleus,nucleus,YEL018W,EAF5,Chromatin modification-related protein EAF5,,937,81
YEL019C.cytoplasm,cytoplasm,YEL019C,MMS21,E3 SUMO-protein ligase MMS21,,2800,121
YEL019C.nucleus,nucleus,YEL019C,MMS21,E3 SUMO-protein ligase MMS21,,2800,121
YEL020W-A.unknown,unknown,YEL020W-A,TIM9,Mitochondrial import inner membrane translocase subunit TIM9,,,
YEL022W.cytoplasm,cytoplasm,YEL022W,GEA2,ARF guanine-nucleotide exchange factor 2,1KU1,7700,16
YEL022W.early Golgi,early Golgi,YEL022W,GEA2,ARF guanine-nucleotide exchange factor 2,1KU1,7700,16
YEL023C.unknown,unknown,YEL023C,,Hypothetical 78.3 kDa protein in RIP1-GEA2 intergenic region,,,
YEL024W.mitochondrion,mitochondrion,YEL024W,mitochondrial precursor,Ubiquinol-cytochrome c reductase iron-sulfur subunit,3CX5,,
YEL026W.unknown,unknown,YEL026W,SNU13,13 kDa ribonucleoprotein-associated protein,2ALE,,
YEL027W.ER,ER,YEL027W,CUP5,Vacuolar ATP synthase subunit c,,8450,0
YEL030W.unknown,unknown,YEL030W,mitochondrial precursor,Heat shock protein SSC3,,,
YEL032W.unknown,unknown,YEL032W,MCM3,DNA replication licensing factor MCM3,,35100,31
YEL034W.unknown,unknown,YEL034W,HYP2,Eukaryotic translation initiation factor 5A-2,,,
YEL036C.Golgi,Golgi,YEL036C,ANP1,Mannan polymerase II complex ANP1 subunit,,,
YEL037C.cytoplasm,cytoplasm,YEL037C,RAD23,UV excision repair protein RAD23,2QSF,10900,0
YEL037C.nucleus,nucleus,YEL037C,RAD23,UV excision repair protein RAD23,2QSF,10900,0
YEL041W.unknown,unknown,YEL041W,YEF1,Uncharacterized kinase YEL041W,,300,70
YEL043W.ER,ER,YEL043W,,Uncharacterized protein YEL043W,,149,23
YEL051W.vacuolar membrane,vacuolar membrane,YEL051W,VMA8,Vacuolar ATP synthase subunit D,,8500,0
YEL053C.cytoplasm,cytoplasm,YEL053C,MAK10,N-terminal acetyltransferase C complex subunit MAK10,,1970,0
YEL054C.cytoplasm,cytoplasm,YEL054C,RPL12A,60S ribosomal protein L12,,68500,10
YEL055C.nucleus,nucleus,YEL055C,POL5,DNA polymerase V,,4490,32
YEL055C.nucleolus,nucleolus,YEL055C,POL5,DNA polymerase V,,4490,32
YEL056W.unknown,unknown,YEL056W,HAT2,Histone acetyltransferase type B subunit 2,,,
YEL058W.cytoplasm,cytoplasm,YEL058W,PCM1,Phosphoacetylglucosamine mutase,,14700,43
YEL058W.nucleus,nucleus,YEL058W,PCM1,Phosphoacetylglucosamine mutase,,14700,43
YEL060C.cytoplasm,cytoplasm,YEL060C,PRB1,Cerevisin precursor,,1600,3
YEL060C.punctate composite,punctate composite,YEL060C,PRB1,Cerevisin precursor,,1600,3
YEL064C.unknown,unknown,YEL064C,AVT2,Vacuolar amino acid transporter 2,,,
YEL065W.vacuole,vacuole,YEL065W,SIT1,Siderophore iron transporter 1,,,
YER002W.nucleus,nucleus,YER002W,NOP16,Uncharacterized protein YER002W,,2860,37
YER002W.nucleolus,nucleolus,YER002W,NOP16,Uncharacterized protein YER002W,,2860,37
YER005W.early Golgi,early Golgi,YER005W,YND1,Golgi apyrase,,450,35
YER005W.Golgi,Golgi,YER005W,YND1,Golgi apyrase,,450,35
YER006W.nucleus,nucleus,YER006W,NUG1,Nuclear GTP-binding protein NUG1,,7130,738
YER006W.nucleolus,nucleolus,YER006W,NUG1,Nuclear GTP-binding protein NUG1,,7130,738
YER007C-A.cytoplasm,cytoplasm,YER007C-A,TMA20,Translation machinery-associated protein 20,,4220,74
YER007W.unknown,unknown,YER007W,PAC2,Protein PAC2,,2140,22
YER008C.bud neck,bud neck,YER008C,SEC3,Exocyst complex component SEC3,,377,29
YER008C.cell periphery,cell periphery,YER008C,SEC3,Exocyst complex component SEC3,,377,29
YER008C.bud,bud,YER008C,SEC3,Exocyst complex component SEC3,,377,29
YER009W.unknown,unknown,YER009W,NTF2,Nuclear transport factor 2,1GY7,,
YER011W.ER,ER,YER011W,TIR1,Cold shock-induced protein TIR1 precursor,,623,2
YER012W.unknown,unknown,YER012W,PRE1,Proteasome component C11,1RYP,21800,1131
YER013W.cytoplasm,cytoplasm,YER013W,PRP22,Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22,,907,45
YER013W.nucleus,nucleus,YER013W,PRP22,Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22,,907,45
YER016W.microtubule,microtubule,YER016W,BIM1,Protein BIM1,2QJX,3630,56
YER017C.mitochondrion,mitochondrion,YER017C,AFG3,Mitochondrial respiratory chain complexes assembly protein AFG3,,3870,45
YER018C.spindle pole,spindle pole,YER018C,SPC25,Kinetochore protein SPC25,2FTX,3280,167
YER019C-A.ER,ER,YER019C-A,SBH2,Protein transport protein SEB2,,414,20
YER020W.cell periphery,cell periphery,YER020W,GPA2,Guanine nucleotide-binding protein alpha-2 subunit,,4570,16
YER021W.cytoplasm,cytoplasm,YER021W,RPN3,26S proteasome regulatory subunit RPN3,,16700,23
YER021W.nucleus,nucleus,YER021W,RPN3,26S proteasome regulatory subunit RPN3,,16700,23
YER022W.nucleus,nucleus,YER022W,SRB4,RNA polymerase II mediator complex subunit 17,,3650,39
YER023W.cytoplasm,cytoplasm,YER023W,PRO3,Pyrroline-5-carboxylate reductase,,43500,-337
YER025W.cytoplasm,cytoplasm,YER025W,GCD11,Eukaryotic translation initiation factor 2 subunit gamma,,20800,0
YER027C.cytoplasm,cytoplasm,YER027C,GAL83,Glucose repression protein GAL83,,3590,34
YER029C.nucleus,nucleus,YER029C,SMB1,Small nuclear ribonucleoprotein-associated protein B,,861,-179
YER031C.cytoplasm,cytoplasm,YER031C,YPT31,GTP-binding protein YPT31/YPT8,3CPJ,5960,77
YER031C.nucleus,nucleus,YER031C,YPT31,GTP-binding protein YPT31/YPT8,3CPJ,5960,77
YER032W.bud neck,bud neck,YER032W,FIR1,Factor interacting with REF2,,0,3
YER033C.cytoplasm,cytoplasm,YER033C,ZRG8,Uncharacterized protein YER033C,,,
YER036C.cytoplasm,cytoplasm,YER036C,ARB1,Probable ATP-dependent transporter YER036C,,17600,53
YER038C.cytoplasm,cytoplasm,YER038C,KRE29,DNA repair protein KRE29,,0,172
YER038C.nucleus,nucleus,YER038C,KRE29,DNA repair protein KRE29,,0,172
YER040W.cytoplasm,cytoplasm,YER040W,GLN3,Nitrogen regulatory protein GLN3,,589,3
YER040W.nucleus,nucleus,YER040W,GLN3,Nitrogen regulatory protein GLN3,,589,3
YER041W.unknown,unknown,YER041W,YEN1,Uncharacterized protein YER041W,,131,18
YER044C.ER,ER,YER044C,ERG28,Ergosterol biosynthetic protein 28,,377,3
YER047C.cytoplasm,cytoplasm,YER047C,SAP1,Protein SAP1,,300,34
YER048W-A.mitochondrion,mitochondrion,YER048W-A,ISD11,Protein ISD11,,2440,0
YER050C.unknown,unknown,YER050C,RSM18,Uncharacterized protein YER050C,,1210,66
YER052C.cytoplasm,cytoplasm,YER052C,HOM3,Aspartokinase,,48100,78
YER054C.cytoplasm,cytoplasm,YER054C,GIP2,GLC7-interacting protein 2,,125,40
YER054C.punctate composite,punctate composite,YER054C,GIP2,GLC7-interacting protein 2,,125,40
YER059W.cytoplasm,cytoplasm,YER059W,PCL6,PHO85 cyclin 6,,1240,52
YER059W.nucleus,nucleus,YER059W,PCL6,PHO85 cyclin 6,,1240,52
YER068W.cytoplasm,cytoplasm,YER068W,MOT2,General negative regulator of transcription subunit 4,,4280,25
YER070W.unknown,unknown,YER070W,RNR1,Ribonucleoside-diphosphate reductase large chain 1,2CVX,293000,77
YER071C.punctate composite,punctate composite,YER071C,,Uncharacterized protein YER071C,,799,67
YER075C.cytoplasm,cytoplasm,YER075C,PTP3,Tyrosine-protein phosphatase 3,,768,38
YER081W.cytoplasm,cytoplasm,YER081W,SER3,D-3-phosphoglycerate dehydrogenase 1,,7670,192
YER082C.unknown,unknown,YER082C,UTP7,U3 small nucleolar RNA-associated protein 7,,5800,54
YER083C.ER,ER,YER083C,GET2,Golgi to ER traffic protein 2,,,
YER086W.mitochondrion,mitochondrion,YER086W,mitochondrial precursor,Threonine dehydratase,,11900,44
YER087C-B.unknown,unknown,YER087C-B,SBH1,Protein transport protein SBH1,,,
YER089C.cytoplasm,cytoplasm,YER089C,PTC2,Protein phosphatase 2C homolog 2,,12600,100
YER089C.nucleus,nucleus,YER089C,PTC2,Protein phosphatase 2C homolog 2,,12600,100
YER090W.cytoplasm,cytoplasm,YER090W,TRP2,Anthranilate synthase component 1,,6510,39
YER092W.nucleus,nucleus,YER092W,IES5,Ino eighty subunit 5,,2280,75
YER093C.unknown,unknown,YER093C,TSC11,Target of rapamycin complex 2 subunit TSC11,,,
YER094C.unknown,unknown,YER094C,PUP3,Proteasome component PUP3,1RYP,,
YER095W.cytoplasm,cytoplasm,YER095W,RAD51,DNA repair protein RAD51,1SZP,6960,60
YER095W.nucleus,nucleus,YER095W,RAD51,DNA repair protein RAD51,1SZP,6960,60
YER100W.ER,ER,YER100W,UBC6,Ubiquitin-conjugating enzyme E2 6,,1900,26
YER102W.cytoplasm,cytoplasm,YER102W,RPS8B,40S ribosomal protein S8,,14400,98
YER104W.cytoplasm,cytoplasm,YER104W,RTT105,Uncharacterized protein YER104W,,259,3
YER104W.nucleus,nucleus,YER104W,RTT105,Uncharacterized protein YER104W,,259,3
YER107C.cytoplasm,cytoplasm,YER107C,GLE2,Nucleoporin GLE2,,1820,0
YER107C.nuclear periphery,nuclear periphery,YER107C,GLE2,Nucleoporin GLE2,,1820,0
YER110C.cytoplasm,cytoplasm,YER110C,KAP123,Importin beta-4 subunit,,38300,130
YER110C.nucleus,nucleus,YER110C,KAP123,Importin beta-4 subunit,,38300,130
YER111C.cytoplasm,cytoplasm,YER111C,SWI4,Regulatory protein SWI4,,589,141
YER111C.nucleus,nucleus,YER111C,SWI4,Regulatory protein SWI4,,589,141
YER112W.cytoplasm,cytoplasm,YER112W,LSM4,U6 snRNA-associated Sm-like protein LSm4,,3440,217
YER112W.nucleus,nucleus,YER112W,LSM4,U6 snRNA-associated Sm-like protein LSm4,,3440,217
YER114C.cytoplasm,cytoplasm,YER114C,BOI2,Protein BOI2,,688,22
YER114C.bud neck,bud neck,YER114C,BOI2,Protein BOI2,,688,22
YER114C.cell periphery,cell periphery,YER114C,BOI2,Protein BOI2,,688,22
YER114C.bud,bud,YER114C,BOI2,Protein BOI2,,688,22
YER114C.punctate composite,punctate composite,YER114C,BOI2,Protein BOI2,,688,22
YER116C.cytoplasm,cytoplasm,YER116C,SLX8,Putative RING finger protein YER116C,,,
YER116C.nucleus,nucleus,YER116C,SLX8,Putative RING finger protein YER116C,,,
YER117W.nucleus,nucleus,YER117W,RPL23B,60S ribosomal protein L23,,,
YER118C.cytoplasm,cytoplasm,YER118C,SHO1,Protein SSU81,2VKN,2330,95
YER118C.bud neck,bud neck,YER118C,SHO1,Protein SSU81,2VKN,2330,95
YER118C.cell periphery,cell periphery,YER118C,SHO1,Protein SSU81,2VKN,2330,95
YER120W.ER,ER,YER120W,SCS2,Vesicle-associated membrane protein-associated protein SCS2,,3500,553
YER122C.early Golgi,early Golgi,YER122C,GLO3,ADP-ribosylation factor GTPase-activating protein GLO3,,1510,56
YER122C.Golgi,Golgi,YER122C,GLO3,ADP-ribosylation factor GTPase-activating protein GLO3,,1510,56
YER124C.bud neck,bud neck,YER124C,DSE1,Uncharacterized protein YER124C,,3080,2
YER125W.unknown,unknown,YER125W,RSP5,E3 ubiquitin--protein ligase RSP5,,,
YER126C.cytoplasm,cytoplasm,YER126C,NSA2,Uncharacterized protein YER126C,,8660,70
YER127W.unknown,unknown,YER127W,LCP5,U3 small nucleolar ribonucleoprotein protein LCP5,,1430,31
YER129W.cytoplasm,cytoplasm,YER129W,SAK1,Serine/threonine-protein kinase PAK1,,752,240
YER131W.cytoplasm,cytoplasm,YER131W,RPS26B,40S ribosomal protein S26-B,,503000,144
YER132C.cytoplasm,cytoplasm,YER132C,PMD1,Negative regulator of sporulation PMD1,,815,3
YER133W.cytoplasm,cytoplasm,YER133W,GLC7,Serine/threonine-protein phosphatase PP1-2,,14600,61
YER133W.nucleus,nucleus,YER133W,GLC7,Serine/threonine-protein phosphatase PP1-2,,14600,61
YER133W.punctate composite,punctate composite,YER133W,GLC7,Serine/threonine-protein phosphatase PP1-2,,14600,61
YER136W.cytoplasm,cytoplasm,YER136W,GDI1,Rab GDP-dissociation inhibitor,2BCG,7280,-85
YER140W.unknown,unknown,YER140W,,Uncharacterized membrane protein YER140W,,,
YER143W.cytoplasm,cytoplasm,YER143W,DDI1,DNA damage-inducible protein DDI1,2I1A,6510,16
YER146W.unknown,unknown,YER146W,LSM5,U6 snRNA-associated Sm-like protein LSm5,,,
YER147C.cytoplasm,cytoplasm,YER147C,SCC4,Sister chromatid cohesion protein 4,,907,136
YER147C.nucleus,nucleus,YER147C,SCC4,Sister chromatid cohesion protein 4,,907,136
YER148W.nucleus,nucleus,YER148W,SPT15,TATA-box-binding protein,1YTB,,
YER149C.cell periphery,cell periphery,YER149C,PEA2,Protein PEA2,,7820,79
YER149C.bud,bud,YER149C,PEA2,Protein PEA2,,7820,79
YER150W.vacuole,vacuole,YER150W,SPI1,Putative uncharacterized protein YER150W precursor,,,
YER151C.cytoplasm,cytoplasm,YER151C,UBP3,Ubiquitin carboxyl-terminal hydrolase 3,2QIY,2210,45
YER153C.mitochondrion,mitochondrion,YER153C,mitochondrial precursor,Protein PET122,,468,83
YER154W.mitochondrion,mitochondrion,YER154W,mitochondrial precursor,Inner membrane protein OXA1,,6550,0
YER155C.cytoplasm,cytoplasm,YER155C,BEM2,GTPase-activating protein BEM2/IPL2,,1230,2616
YER155C.bud neck,bud neck,YER155C,BEM2,GTPase-activating protein BEM2/IPL2,,1230,2616
YER157W.early Golgi,early Golgi,YER157W,COG3,Conserved oligomeric Golgi complex subunit 3,,4140,152
YER157W.Golgi,Golgi,YER157W,COG3,Conserved oligomeric Golgi complex subunit 3,,4140,152
YER158C.unknown,unknown,YER158C,,Uncharacterized protein YER158C,,784,3
YER159C.nucleus,nucleus,YER159C,BUR6,Negative cofactor 2 complex subunit alpha,,5130,-1047
YER161C.nucleus,nucleus,YER161C,SPT2,Protein SPT2,,1240,26
YER162C.cytoplasm,cytoplasm,YER162C,RAD4,DNA repair protein RAD4,2QSF,876,57
YER162C.nucleus,nucleus,YER162C,RAD4,DNA repair protein RAD4,2QSF,876,57
YER164W.nucleus,nucleus,YER164W,CHD1,Chromo domain protein 1,"2DY7,2DY8",1620,19
YER165W.cytoplasm,cytoplasm,YER165W,cytoplasmic and nuclear,Polyadenylate-binding protein,1IFW,198000,0
YER167W.cytoplasm,cytoplasm,YER167W,BCK2,Protein BCK2,,,
YER167W.nucleus,nucleus,YER167W,BCK2,Protein BCK2,,,
YER171W.cytoplasm,cytoplasm,YER171W,RAD3,DNA repair helicase RAD3,,14400,31
YER171W.nucleus,nucleus,YER171W,RAD3,DNA repair helicase RAD3,,14400,31
YER172C.cytoplasm,cytoplasm,YER172C,BRR2,Pre-mRNA-splicing helicase BRR2,,1440,8
YER172C.nucleus,nucleus,YER172C,BRR2,Pre-mRNA-splicing helicase BRR2,,1440,8
YER173W.cytoplasm,cytoplasm,YER173W,RAD24,Checkpoint protein RAD24,,752,15
YER173W.nucleus,nucleus,YER173W,RAD24,Checkpoint protein RAD24,,752,15
YER174C.cytoplasm,cytoplasm,YER174C,GRX4,Monothiol glutaredoxin-4,,7800,-146
YER174C.nucleus,nucleus,YER174C,GRX4,Monothiol glutaredoxin-4,,7800,-146
YER177W.cytoplasm,cytoplasm,YER177W,BMH1,Protein BMH1,,158000,0
YER178W.mitochondrion,mitochondrion,YER178W,mitochondrial precursor,Pyruvate dehydrogenase E1 component subunit alpha,,100000,77
YER179W.unknown,unknown,YER179W,DMC1,Meiotic recombination protein DMC1,,,
YER180C-A.unknown,unknown,YER180C-A,SLO1,SCOCO-like protein 1,,,
YER188W.unknown,unknown,YER188W,,Hypothetical 27.3 kDa protein in ISC10 3'region,,,
YFL002C.nucleus,nucleus,YFL002C,SPB4,ATP-dependent rRNA helicase SPB4,,5740,29
YFL002C.nucleolus,nucleolus,YFL002C,SPB4,ATP-dependent rRNA helicase SPB4,,5740,29
YFL003C.unknown,unknown,YFL003C,MSH4,MutS protein homolog 4,,,
YFL005W.unknown,unknown,YFL005W,SEC4,Ras-related protein SEC4,1G16,,
YFL007W.cytoplasm,cytoplasm,YFL007W,BLM10,Proteasome activator BLM10,,2600,6
YFL007W.nucleus,nucleus,YFL007W,BLM10,Proteasome activator BLM10,,2600,6
YFL008W.cytoplasm,cytoplasm,YFL008W,SMC1,Structural maintenance of chromosomes protein 1,1W1W,5710,25
YFL008W.nucleus,nucleus,YFL008W,SMC1,Structural maintenance of chromosomes protein 1,1W1W,5710,25
YFL009W.unknown,unknown,YFL009W,CDC4,Cell division control protein 4,"2P63,1NEX",,
YFL010W-A.unknown,unknown,YFL010W-A,AUA1,Ammonia regulation of amino acid uptake protein,,,
YFL011W.unknown,unknown,YFL011W,HXT10,Hexose transporter HXT10,,,
YFL013C.nucleus,nucleus,YFL013C,IES1,Ino eighty subunit 1,,1390,24
YFL016C.mitochondrion,mitochondrion,YFL016C,mitochondrial precursor,DnaJ homolog 1,,7570,53
YFL017W-A.nucleus,nucleus,YFL017W-A,SMX2,Small nuclear ribonucleoprotein G,,1400,297
YFL018C.mitochondrion,mitochondrion,YFL018C,mitochondrial precursor,Dihydrolipoyl dehydrogenase,1V59,24600,0
YFL022C.unknown,unknown,YFL022C,FRS2,Phenylalanyl-tRNA synthetase alpha chain,,,
YFL023W.cytoplasm,cytoplasm,YFL023W,BUD27,Bud site selection protein 27,,1300,13
YFL024C.nucleus,nucleus,YFL024C,EPL1,Enhancer of polycomb-like protein 1,,1110,85
YFL026W.vacuole,vacuole,YFL026W,STE2,Pheromone alpha factor receptor,1PJD,0,9
YFL029C.cytoplasm,cytoplasm,YFL029C,CAK1,Serine/threonine-protein kinase CAK1,,0,141
YFL033C.cytoplasm,cytoplasm,YFL033C,RIM15,Serine/threonine-protein kinase RIM15,,,
YFL034C-B.cytoplasm,cytoplasm,YFL034C-B,MOB2,CBK1 kinase activator protein MOB2,,2250,18
YFL034C-B.cell periphery,cell periphery,YFL034C-B,MOB2,CBK1 kinase activator protein MOB2,,2250,18
YFL034W.unknown,unknown,YFL034W,,Uncharacterized membrane protein YFL034W,,1110,64
YFL036W.punctate composite,punctate composite,YFL036W,mitochondrial precursor,DNA-directed RNA polymerase,,,
YFL037W.unknown,unknown,YFL037W,TUB2,Tubulin beta chain,,,
YFL038C.unknown,unknown,YFL038C,YPT1,GTP-binding protein YPT1,2BCG,,
YFL039C.unknown,unknown,YFL039C,ACT1,Actin,1YAG,,
YFL044C.cytoplasm,cytoplasm,YFL044C,OTU1,Uncharacterized protein YFL044C,3BY4,2770,69
YFL044C.nucleus,nucleus,YFL044C,OTU1,Uncharacterized protein YFL044C,3BY4,2770,69
YFL048C.vacuolar membrane,vacuolar membrane,YFL048C,EMP47,Protein EMP47 precursor,2A6Z,2900,13
YFL049W.nucleus,nucleus,YFL049W,SWP82,SWI/SNF global transcription activator complex component SWP82,,3180,3
YFL059W.unknown,unknown,YFL059W,SNZ3,Probable pyridoxine biosynthesis protein SNZ3,,,
YFR001W.nucleus,nucleus,YFR001W,LOC1,Uncharacterized protein YFR001W,,3650,-548
YFR001W.nucleolus,nucleolus,YFR001W,LOC1,Uncharacterized protein YFR001W,,3650,-548
YFR002W.nuclear periphery,nuclear periphery,YFR002W,NIC96,Nucleoporin NIC96,2QX5,15500,35
YFR003C.unknown,unknown,YFR003C,YPI1,Uncharacterized protein YFR003C,,1080,0
YFR004W.cytoplasm,cytoplasm,YFR004W,RPN11,26S proteasome regulatory subunit RPN11,,16400,138
YFR004W.nucleus,nucleus,YFR004W,RPN11,26S proteasome regulatory subunit RPN11,,16400,138
YFR008W.unknown,unknown,YFR008W,FAR7,Factor arrest protein 7,,486,36
YFR009W.cytoplasm,cytoplasm,YFR009W,GCN20,Protein GCN20,,14600,47
YFR010W.cytoplasm,cytoplasm,YFR010W,UBP6,Ubiquitin carboxyl-terminal hydrolase 6,1VJV,6770,83
YFR010W.nucleus,nucleus,YFR010W,UBP6,Ubiquitin carboxyl-terminal hydrolase 6,1VJV,6770,83
YFR011C.cytoplasm,cytoplasm,YFR011C,,Uncharacterized protein YFR011C,,3550,53
YFR011C.mitochondrion,mitochondrion,YFR011C,,Uncharacterized protein YFR011C,,3550,53
YFR013W.nucleus,nucleus,YFR013W,IOC3,ISWI one complex protein 3,,1770,87
YFR014C.cytoplasm,cytoplasm,YFR014C,CMK1,Calcium/calmodulin-dependent protein kinase I,,1520,111
YFR015C.cytoplasm,cytoplasm,YFR015C,GSY1,Glycogen [starch] synthase isoform 1,,6300,36
YFR015C.punctate composite,punctate composite,YFR015C,GSY1,Glycogen [starch] synthase isoform 1,,6300,36
YFR017C.cytoplasm,cytoplasm,YFR017C,,Uncharacterized protein YFR017C,,639,-249
YFR021W.unknown,unknown,YFR021W,ATG18,Autophagy-related protein 18,,1560,140
YFR022W.unknown,unknown,YFR022W,ROG3,Hypothetical 79.7 kDa protein in FAB1-PES4 intergenic region,,,
YFR024C.actin,actin,YFR024C,,,,18000,0
YFR024C-A.cytoplasm,cytoplasm,YFR024C-A,LSB3,LAS seventeen-binding protein 3,1OOT,3670,17
YFR024C-A.mitochondrion,mitochondrion,YFR024C-A,LSB3,LAS seventeen-binding protein 3,1OOT,3670,17
YFR024C-A.bud neck,bud neck,YFR024C-A,LSB3,LAS seventeen-binding protein 3,1OOT,3670,17
YFR024C-A.cell periphery,cell periphery,YFR024C-A,LSB3,LAS seventeen-binding protein 3,1OOT,3670,17
YFR027W.cytoplasm,cytoplasm,YFR027W,ECO1,N-acetyltransferase ECO1,,,
YFR027W.nucleus,nucleus,YFR027W,ECO1,N-acetyltransferase ECO1,,,
